"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Luxembourg","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Luxembourg","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","30.8",""
"Luxembourg","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","31.6",""
"Luxembourg","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Luxembourg","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","36.2",""
"Luxembourg","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Luxembourg","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Luxembourg","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","48.2",""
"Luxembourg","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Luxembourg","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","61.3",""
"Luxembourg","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","61.6",""
"Luxembourg","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","61.8",""
"Luxembourg","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","62.0",""
"Luxembourg","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","64.8",""
"Luxembourg","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","64.1",""
"Luxembourg","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","64.7",""
"Luxembourg","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","63.8",""
"Luxembourg","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","64.1",""
"Luxembourg","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","64.1",""
"Luxembourg","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","64.3",""
"Luxembourg","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","64.6",""
"Luxembourg","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","65.2",""
"Luxembourg","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","66.9",""
"Luxembourg","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","67.1",""
"Luxembourg","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","68.1",""
"Luxembourg","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Luxembourg","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","26.8",""
"Luxembourg","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","27.5",""
"Luxembourg","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Luxembourg","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","36.4",""
"Luxembourg","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","34.5",""
"Luxembourg","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","35.7",""
"Luxembourg","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","32.6",""
"Luxembourg","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Luxembourg","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","36.3",""
"Luxembourg","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","37.6",""
"Luxembourg","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Luxembourg","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","43.0",""
"Luxembourg","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Luxembourg","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","49.1",""
"Luxembourg","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","54.7",""
"Macau SAR","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","59.5",""
"Macau SAR","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","58.3",""
"Macau SAR","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","57.1",""
"Macau SAR","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","51.9",""
"Macau SAR","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","53.9",""
"Macau SAR","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","54.5",""
"Macau SAR","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","52.8",""
"Macau SAR","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","52.7",""
"Macau SAR","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","53.2",""
"Macau SAR","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","53.8",""
"Macau SAR","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","53.9",""
"Macau SAR","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Macau SAR","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Macau SAR","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Macau SAR","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Macau SAR","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","44.0",""
"Macau SAR","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","41.8",""
"Macau SAR","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Macau SAR","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","40.0",""
"Macau SAR","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Macau SAR","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","38.3",""
"Macau SAR","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","43.1",""
"Macau SAR","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","40.2",""
"Macau SAR","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","42.0",""
"Macau SAR","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","45.3",""
"Macau SAR","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Macau SAR","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","53.9",""
"Macau SAR","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Macau SAR","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","50.1",""
"Macau SAR","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","49.8",""
"Macau SAR","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","44.3",""
"Macau SAR","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Macau SAR","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","72.0",""
"Macau SAR","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","72.0",""
"Macau SAR","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","71.3",""
"Macau SAR","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","66.8",""
"Macau SAR","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","67.1",""
"Macau SAR","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","70.3",""
"Macau SAR","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","69.1",""
"Macau SAR","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","71.0",""
"Macau SAR","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","74.5",""
"Macau SAR","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","76.9",""
"Macau SAR","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","77.2",""
"Macau SAR","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","69.9",""
"Macau SAR","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","68.7",""
"Macau SAR","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","69.7",""
"Macau SAR","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","70.5",""
"Macau SAR","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","70.3",""
"Macau SAR","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","31.2",""
"Macau SAR","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","31.0",""
"Macau SAR","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Macau SAR","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","26.8",""
"Macau SAR","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","30.1",""
"Macau SAR","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","35.2",""
"Macau SAR","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Macau SAR","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Macau SAR","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","38.9",""
"Macau SAR","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Macau SAR","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","47.4",""
"Macau SAR","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","51.1",""
"Macau SAR","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","47.7",""
"Macau SAR","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","52.1",""
"Macau SAR","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","45.7",""
"Macau SAR","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Macedonia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","25.3",""
"Macedonia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","25.2",""
"Macedonia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","25.5",""
"Macedonia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","27.1",""
"Macedonia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","28.2",""
"Macedonia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","28.1",""
"Macedonia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","26.7",""
"Macedonia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","27.0",""
"Macedonia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","25.5",""
"Macedonia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Macedonia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","26.2",""
"Macedonia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","28.4",""
"Macedonia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","28.9",""
"Macedonia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Macedonia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","30.3",""
"Macedonia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","31.0",""
"Macedonia","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","10.3",""
"Macedonia","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","10.5",""
"Macedonia","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","9.9",""
"Macedonia","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","10.1",""
"Macedonia","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","11.9",""
"Macedonia","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","12.7",""
"Macedonia","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","11.7",""
"Macedonia","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","12.3",""
"Macedonia","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","8.7",""
"Macedonia","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","12.9",""
"Macedonia","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","10.3",""
"Macedonia","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","15.2",""
"Macedonia","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","15.2",""
"Macedonia","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","15.1",""
"Macedonia","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","15.1",""
"Macedonia","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","15.3",""
"Macedonia","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Macedonia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Macedonia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","41.1",""
"Macedonia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","40.9",""
"Macedonia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Macedonia","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","46.0",""
"Macedonia","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","45.5",""
"Macedonia","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","44.8",""
"Macedonia","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Macedonia","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","42.8",""
"Macedonia","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","44.7",""
"Macedonia","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","45.9",""
"Macedonia","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","46.7",""
"Macedonia","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Macedonia","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Macedonia","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Macedonia","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","15.2",""
"Macedonia","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","16.3",""
"Macedonia","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","15.7",""
"Macedonia","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","14.2",""
"Macedonia","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","17.8",""
"Macedonia","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","19.7",""
"Macedonia","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","19.1",""
"Macedonia","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","17.2",""
"Macedonia","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","14.4",""
"Macedonia","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","18.7",""
"Macedonia","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","15.8",""
"Macedonia","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","20.8",""
"Macedonia","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","20.7",""
"Macedonia","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","17.1",""
"Macedonia","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","20.1",""
"Macedonia","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","23.9",""
"Madagascar","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","73.9",""
"Madagascar","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","73.9",""
"Madagascar","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","73.9",""
"Madagascar","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","73.2",""
"Madagascar","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","73.6",""
"Madagascar","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Madagascar","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","73.7",""
"Madagascar","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","73.6",""
"Madagascar","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","73.7",""
"Madagascar","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","73.7",""
"Madagascar","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","73.3",""
"Madagascar","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","62.7",""
"Madagascar","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","62.7",""
"Madagascar","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","62.7",""
"Madagascar","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","62.5",""
"Madagascar","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","62.1",""
"Madagascar","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","61.7",""
"Madagascar","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","62.1",""
"Madagascar","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","62.4",""
"Madagascar","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","62.4",""
"Madagascar","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","62.4",""
"Madagascar","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","62.3",""
"Madagascar","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","62.0",""
"Madagascar","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","61.9",""
"Madagascar","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","61.8",""
"Madagascar","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","61.7",""
"Madagascar","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","61.0",""
"Madagascar","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Madagascar","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Madagascar","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","82.6",""
"Madagascar","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","82.5",""
"Madagascar","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","82.6",""
"Madagascar","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","81.4",""
"Madagascar","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","81.6",""
"Madagascar","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","81.9",""
"Madagascar","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","81.9",""
"Madagascar","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","81.9",""
"Madagascar","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","81.7",""
"Madagascar","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","81.5",""
"Madagascar","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","81.3",""
"Madagascar","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","81.1",""
"Madagascar","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","81.0",""
"Madagascar","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","80.4",""
"Madagascar","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","63.8",""
"Madagascar","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Madagascar","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Madagascar","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","63.5",""
"Madagascar","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Madagascar","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","61.6",""
"Madagascar","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","62.1",""
"Madagascar","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","62.6",""
"Madagascar","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","62.7",""
"Madagascar","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","62.7",""
"Madagascar","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","62.5",""
"Madagascar","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","62.0",""
"Madagascar","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","61.7",""
"Madagascar","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","61.5",""
"Madagascar","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","61.2",""
"Madagascar","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","60.2",""
"Malawi","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","78.1",""
"Malawi","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","77.5",""
"Malawi","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","77.5",""
"Malawi","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","77.3",""
"Malawi","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","77.1",""
"Malawi","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","76.5",""
"Malawi","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","76.6",""
"Malawi","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","76.5",""
"Malawi","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","76.1",""
"Malawi","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","76.2",""
"Malawi","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","76.2",""
"Malawi","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","76.3",""
"Malawi","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Malawi","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","77.0",""
"Malawi","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","76.4",""
"Malawi","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","77.7",""
"Malawi","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","66.6",""
"Malawi","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","65.6",""
"Malawi","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","65.9",""
"Malawi","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","65.8",""
"Malawi","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","65.6",""
"Malawi","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","64.5",""
"Malawi","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","64.5",""
"Malawi","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","64.5",""
"Malawi","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","63.9",""
"Malawi","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","64.3",""
"Malawi","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","64.5",""
"Malawi","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","64.8",""
"Malawi","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","63.1",""
"Malawi","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","65.5",""
"Malawi","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","64.1",""
"Malawi","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","66.2",""
"Malawi","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","80.9",""
"Malawi","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","80.6",""
"Malawi","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","80.9",""
"Malawi","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","81.1",""
"Malawi","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","81.2",""
"Malawi","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","80.7",""
"Malawi","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","80.5",""
"Malawi","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","80.5",""
"Malawi","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","80.4",""
"Malawi","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","80.9",""
"Malawi","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","81.1",""
"Malawi","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","81.5",""
"Malawi","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","81.2",""
"Malawi","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","82.0",""
"Malawi","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","81.7",""
"Malawi","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","82.3",""
"Malawi","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","64.9",""
"Malawi","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","64.2",""
"Malawi","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","64.7",""
"Malawi","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","64.8",""
"Malawi","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","65.0",""
"Malawi","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","64.0",""
"Malawi","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Malawi","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","63.5",""
"Malawi","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","63.0",""
"Malawi","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","63.5",""
"Malawi","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","63.6",""
"Malawi","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","64.0",""
"Malawi","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","62.9",""
"Malawi","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","64.8",""
"Malawi","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","64.0",""
"Malawi","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","65.5",""
"Malaysia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","45.2",""
"Malaysia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","44.8",""
